<<<<<<< HEAD
series method - lossy splitter - S21R data (10ohm) 
port impedance (Z0): 50 ohm

Source Power: 0.0 dBm
Start Frequency: 500 Hz
Stop  Frequency: 500000 Hz
IF BandWidth: 100 Hz 
Number of data points per sweep: 201
Averaging Factor (number of sweeps per trial): 1
Number of trials: 11
Frequency, S21-precision, S21-average, S21 (raw data)
500.0,0.00010659354944,0.909743690909-9.83467818182e-05j,0.9098497-5.299791e-05j, 0.9097883-0.0001340001j, 0.909727+8.376464e-05j, 0.9097884-6.225619e-05j, 0.9096655-0.0001507038j, 0.9096656-7.214284e-05j, 0.9096655-0.0001676491j, 0.9097883-0.0001396186j, 0.9097884-0.0001047842j, 0.9096655-0.0001961571j, 0.9097884-8.52694e-05j
519.891,0.000129369641961,0.909581872727-6.55891036364e-05j,0.9096544-3.743706e-05j, 0.909593+2.798128e-05j, 0.9095317-8.482468e-05j, 0.9095317-0.0002208192j, 0.909593-0.0002471471j, 0.909593-4.377145e-05j, 0.9095317+0.0001036939j, 0.9096544+4.213002e-05j, 0.9094703-3.710289e-05j, 0.909593-7.216686e-05j, 0.9096544-0.0001520161j
539.782,0.000224933298341,0.909889072727-2.113636e-05j,0.9096825-0.0001226813j, 0.9098052-0.0001224767j, 0.9101738+4.77026e-05j, 0.9098667-0.000133392j, 0.9098668+5.335217e-05j, 0.909928-0.0002438253j, 0.9098668+4.873533e-05j, 0.9099895-0.0001632873j, 0.9101124+0.0001440304j, 0.9098668+8.549054e-05j, 0.9096213+0.0001738516j
559.673,0.00027279707178,0.910107172727-0.000372580972727j,0.910325-0.0004797534j, 0.9100792-0.0004514612j, 0.9101407+0.0002504423j, 0.9101407-0.0003326701j, 0.909895-0.0003982793j, 0.9102021-0.0004522463j, 0.9102021-0.0005602734j, 0.9102021-0.000469671j, 0.9100178-0.0003365185j, 0.9099564-0.0002777037j, 0.9100178-0.0005902561j
579.564,0.000141655526501,0.909822181818-0.000215946081818j,0.9097887-0.0001359775j, 0.9097273-0.0002028558j, 0.9098501-0.000180937j, 0.9097273-0.0001618509j, 0.9098501-0.0003578429j, 0.9098501-0.0002837691j, 0.9099115-0.0002185425j, 0.9099729-0.0002913125j, 0.9099729-0.0002770099j, 0.9097887-0.0001161197j, 0.9096044-0.0001491891j
599.455,0.000152499846271,0.909766327273-0.000161600701455j,0.9096658-0.0002324211j, 0.9098501-0.0001675319j, 0.9096659-8.395016e-06j, 0.9097273+4.920837e-05j, 0.9098501-0.0002451358j, 0.9099115-0.0002019247j, 0.9097886-0.0002130006j, 0.9097272-0.0003266053j, 0.9098501-2.329307e-05j, 0.9097272-0.0002077158j, 0.9096658-0.0002007928j
619.346,0.000138994635761,0.909766409091-0.000226512844545j,0.9097832-0.0002635094j, 0.9098446-0.0001066226j, 0.9097832-0.0002799536j, 0.9097217-0.0002966578j, 0.9097832-9.838499e-05j, 0.9100288-0.000237685j, 0.9097832-0.0001299165j, 0.9096603-0.000241985j, 0.9096603-0.0002271301j, 0.9096603-0.0002975531j, 0.9097217-0.0003122432j
639.237,0.000181586975227,0.909771990909-0.000323321490909j,0.9099618-0.000275085j, 0.9097161-0.0004593556j, 0.9097775-0.0004638766j, 0.9097161-0.000285648j, 0.909839-0.0002777949j, 0.9096547-0.0004562441j, 0.9097161-0.0005305946j, 0.9095935-0.0001820769j, 0.9099004-0.0002624182j, 0.9097162-0.0001883898j, 0.9099005-0.0001750527j
659.128,0.000216515570284,0.909855927273-5.62699454545e-06j,0.909828-0.0001593417j, 0.9101351+3.837042e-05j, 0.9096437+1.328424e-05j, 0.9096438+0.0002552729j, 0.9097666-0.0001412426j, 0.9098893+0.0001151981j, 0.9097666+5.972352e-05j, 0.9100123-2.698676e-05j, 0.909828+6.441142e-05j, 0.9099509-2.869788e-05j, 0.9099509-0.0002518886j
682.292,0.000120376818983,0.909827845455-0.0002433625j,0.9099563-0.000210425j, 0.9098334-0.0002394881j, 0.9097721-0.0001934512j, 0.9097105-0.000307049j, 0.9099563-0.0003174942j, 0.9098335-0.0001492568j, 0.9098334-0.0003641113j, 0.9097105-0.0003409303j, 0.9098335-0.0001336016j, 0.9098948-0.0001988289j, 0.909772-0.0002223511j
708.95,0.000130727934878,0.9098281-4.83801562109e-05j,0.9098839-8.795832e-08j, 0.9097611-0.0001123994j, 0.9099454-0.0001069559j, 0.9098225-0.0001717471j, 0.9098225+2.869149e-05j, 0.9096383-6.890422e-05j, 0.9098225-0.0001020027j, 0.9098225+4.575839e-05j, 0.9098839-0.0001322871j, 0.9097611+0.0001127884j, 0.9099454-2.503562e-05j
